price,año_lanzamiento,developer,item_id
6.99,1995,Humongous Entertainment,363060
6.99,1995,Humongous Entertainment,363050
4.99,2015,Games With Dragons In,351150
4.99,2015,"Puuba,Christopher Hoag",359890
9.99,2015,Virtual Racing Industries Ltd.,344090
9.99,2015,Virtual Racing Industries Ltd.,344070
9.99,2015,Virtual Racing Industries Ltd.,344060
19.99,2015,Nihon Falcom,312540
4.99,2015,Rob Howland,338370
9.99,2015,Virtual Racing Industries Ltd.,344080
2.99,2015,Ubisoft - San Francisco,342822
2.99,2015,Ubisoft - San Francisco,342823
0.0,2015,Tigerish Games,360870
7.99,2015,Ubisoft - San Francisco,342825
2.99,2015,Ubisoft - San Francisco,342824
19.99,2015,"Cliffhanger Productions,Catalyst Games Lab",324300
12.99,2015,Dangerous Derk Interactive,366290
3.99,2015,Dagestan Technology,354260
0.0,2015,Overhype Studios,365382
4.99,2015,John Wizard,364270
24.99,2015,Carenado,355341
5.99,2013,Home Groan Games,345340
4.99,2015,Vectorpark,353280
1.99,2015,Team Isolation,360010
0.99,2015,Only Human Studios,367060
0.0,2015,Choice of Games,365220
4.99,2015,"CS Squared Games,Among Giants",349980
4.99,2015,REEW GAMES,321380
5.99,2015,Choice of Games,365210
9.99,2015,Samurai Punk,326510
4.99,2015,Erik Asmussen,367090
14.99,2015,Bittersweet Entertainment,356230
7.99,2015,Tyler Warren,356231
9.99,2015,Sherman3D,357260
29.99,2015,PVGames,357261
9.99,2015,Joel Steudler,357262
11.99,2015,Ubisoft - San Francisco,342831
4.99,1994,JAM Productions,358310
4.99,1993,JAM Productions,358190
0.0,2015,"Bluehole, Inc.",323370
4.99,2015,nornware AB,367660
9.99,2015,"Bluehole Studio,En Masse Entertainment",326621
19.99,2015,"Bluehole Studio,En Masse Entertainment",326624
14.99,2015,"Bluehole Studio,En Masse Entertainment",326622
59.99,2015,"Bluehole Studio,En Masse Entertainment",326623
1.99,2015,Digital Entertainment,365420
9.99,2015,Double Fine Productions,368190
1.99,2014,devFluid,363200
4.99,2015,Basecamp Games,317940
7.99,2015,Basecamp Games,368550
4.99,2015,David Szymanski,359040
0.0,2015,Giorgi Abelashvili,362630
9.99,2015,CAVYHOUSE,320090
1.99,2015,SCS Software,347212
5.99,2015,"Jeroen van Oosten,Milan Kazarka",369120
9.99,2014,Kinelco &amp; Lone Elk Creative,272890
9.99,2015,Interplay Entertainment Corp.,364800
9.99,2015,Interplay Entertainment Corp.,364810
9.99,2011,ValuSoft,362780
4.99,2015,Chimera Entertainment,362790
4.99,2015,Lupiesoft,358770
2.99,2015,Holgersson Entertainment,347790
1.99,2015,Lupiesoft,369340
4.99,2015,Estelion,360380
24.99,2015,Celeris,336150
14.99,2015,Seaven Studio,357720
14.99,2015,RageSquid,285820
4.99,2015,RageSquid,368350
9.99,2015,ValuSoft,354820
7.99,2015,TCHOW,346130
3.99,2015,NetherRealm Studios,354425
4.99,2015,Sin datos,347150
24.99,2015,Aerosoft GmbH,343953
2.99,2015,Conflux Games,369350
9.99,2015,Tasharen Entertainment Inc.,326410
0.0,2015,Team Jolly Roger,278910
0.0,2015,Emad,368950
9.99,2015,Matt Thorson,337840
4.99,2015,Aldorlea Games,366710
2.99,2015,"ElevenSeventy, LLC",366460
4.99,2015,Question,368910
9.99,2015,Thomas Happ Games LLC,368920
0.0,2015,Playsaurus,363970
0.0,2015,"ElevenSeventy, LLC",368440
3.99,2015,"Blubox Soft,Fernando Paulo",369640
29.99,2015,Stardock Entertainment,226860
14.99,2015,YGGDRASIL STUDIO,371120
39.99,2015,N3V Games,315660
0.99,2015,Henchman &amp; Goon,369430
6.99,2015,Absolutist Ltd.,359260
9.99,2015,Serenity Forge,330660
0.99,2015,Modesto A. Rabena,371400
4.99,2015,Crashable Studios,338420
0.0,2015,Omega Games,371370
1.99,2015,Anarchy Enterprises,371710
0.99,2015,FiolaSoft Studio,322700
4.99,2015,FiolaSoft Studio,323650
2.99,2015,InterAction studios,370401
0.0,2011,"Relic Entertainment,Europe at War Development Team",342370
8.99,2015,The Pompous Pixel,367110
0.99,2015,Super Icon Ltd,369410
9.99,2015,SOF Studios Ltd,293220
2.99,2015,Ubisoft - San Francisco,342837
2.99,2015,Ubisoft - San Francisco,342839
2.99,2015,Ubisoft - San Francisco,342838
11.99,2015,Ubisoft - San Francisco,342841
29.99,2015,The Game Creators,365520
2.99,2015,Ubisoft - San Francisco,342840
2.99,2015,Ubisoft - San Francisco,342836
0.0,2015,Minor Key Games,368320
17.99,2015,Minor Key Games,310740
6.99,2015,Minor Key Games,341790
4.99,2015,Heliocentric Studios,346340
2.99,2015,tjern,365860
2.99,2015,NeoNight,363410
9.99,2015,Big Green Pillow,352620
1.99,2015,Brandon Brizzi,364100
11.99,2015,Emberheart Games,362940
4.99,2015,Rage Monster Games,366060
39.99,2015,Dovetail Games,277775
4.99,2015,GhostShark,263060
14.99,2015,Dez,346970
5.99,2015,Artur Mandas,361620
0.0,2015,Hyper Hippo Games,371070
0.0,2015,S2 Games,339280
14.99,2015,NeocoreGames,359900
0.0,2015,Andrettin,370070
9.99,2015,Robot Gentleman,368360
6.99,2015,OM ENTERTAINMENT,365460
2.99,2015,Tango Gameworks,359930
4.99,2015,Forever Entertainment S. A.,371420
2.99,2014,For All To Play,373140
4.99,2015,John Wizard,370040
4.99,2015,Orangepixel,359280
4.99,2015,No Pest Productions,371550
4.99,2015,Global Empire Soft,339560
2.99,2015,Ubisoft - San Francisco,342844
7.99,2015,Ubisoft - San Francisco,342845
9.99,2015,Frogmind,269670
29.99,2015,ACQUIRE Corp.,333980
2.99,2015,Frogmind,367210
7.99,2015,"YOTSUBANE,Adventure Planning Service",326310
0.99,2015,"YOTSUBANE,Adventure Planning Service",373090
5.99,2015,"YOTSUBANE,Adventure Planning Service",358800
1.99,2015,Night Node,358880
6.99,2015,KaleidoGames,357890
2.99,2015,HandMade Game,374750
14.99,2015,Digital Dreams Entertainment LLC,293520
4.99,2015,Tymon Zgainski,359190
5.99,2012,roseVeRte,356540
9.99,2013,"Gregory Avery-Weir,Melissa Avery-Weir",363500
4.99,2015,"AMA,Mando Productions",317920
9.99,2015,Alan Zucconi,278440
14.99,2015,Lucky Pause,244910
11.99,2015,Laughing Jackal LTD,345080
0.0,2015,BonusXP,305510
6.99,2015,Bad Seed,366210
3.99,2015,Rival Games Ltd,358120
7.99,2015,Haemimont Games,284441
0.99,2015,"Diggidy.net, LLC",375180
2.99,2015,Hello There AB,373180
4.99,2013,"Sports Mogul, Inc.",371850
11.99,2015,Web Interactive Solutions,346490
0.0,2015,Zoo Corporation,372440
59.99,2015,"KOEI TECMO GAMES CO., LTD.",350310
19.99,2015,GameUS Inc.,369503
19.99,2015,GameUS Inc.,369502
4.99,2015,John Wizard,373440
1.99,2015,Giorgi Abelashvili,357280
9.99,2015,Corrosive Studios LLC,371100
3.99,2015,Aldorlea Games,357090
24.99,2015,BeamNG,284160
9.99,2015,House On Fire,352520
1.99,2015,BBQ Games,343340
24.99,2015,Lionheart Creations,364323
1.99,2015,Corrosive Studios LLC,371350
2.99,2015,Corrosive Studios LLC,374660
9.99,2015,Mark Chong,341680
1.99,2015,Coty Getzelman,351450
19.99,2015,Double Fine Productions,246110
8.99,2015,Destructive Creations,341940
16.99,2015,Creoteam,375530
9.99,2015,Digital Dawn Studios,368720
2.99,2015,EZDesigner,376160
0.0,2015,Digital Leisure Inc.,260430
6.99,2015,bluffman,359440
24.99,2015,777 Studios,360020
9.99,2015,DiggerWorld Ltd.,278970
16.99,2015,SIM720,352182
9.99,2015,Stamina-Games,356510
4.99,2015,Steel Monkeys,359530
19.99,2015,Fragment Production Ltd.,339210
2.99,2015,Guerrilla Bandit,358840
4.99,2015,Mystik'Art,371670
4.99,2015,dustinaux,368610
19.99,2015,Lionheart Creations,364325
24.99,2015,Radiant Entertainment,253250
0.0,2015,Creoteam,375890
4.99,2015,Bluestrike,314050
6.99,2015,Super Icon Ltd,365760
2.99,2015,Russpuppy,372210
0.0,2015,Polar Bunny Ltd,374890
9.99,2014,VoxelStorm,366130
4.99,2015,EightyEightGames,290890
12.99,2015,Landon Podbielski,312530
1.99,2015,"Sledgehammer Games,Raven Software",343593
1.99,2015,"Sledgehammer Games,Raven Software",343591
19.99,2015,Shark Punch,313080
1.99,2015,"Sledgehammer Games,Raven Software",343592
1.99,2015,"Sledgehammer Games,Raven Software",343594
12.99,2015,BrashMonkey,333770
3.99,2015,Spectral Games,373460
14.99,2015,Access Games,358090
2.99,2015,Access Games,373560
3.99,2015,Access Games,372510
4.99,2015,Access Games,372511
4.99,2015,Access Games,372512
0.99,2015,Anarchy Enterprises,376920
39.99,2015,Tall Studios,369190
3.99,2015,Sin datos,255240
4.99,2015,Makivision Games,336230
0.0,2015,Makivision Games,337830
1.99,2015,"Vertex Games, S.C.",371280
4.99,2015,"Soloweb Studios,Ravens Eye Studio",367780
4.99,2015,InterAction studios,377460
4.99,2015,Silver Goblet Games,365060
5.99,2015,Paradox Development Studio,373150
14.99,2015,Paradox Development Studio,338163
4.99,2015,"Elias Viglione,Jussi Kukkonen",376660
1.99,2015,Paradox Development Studio,373160
3.99,2015,NetherRealm Studios,351554
4.99,2015,NetherRealm Studios,351551
1.99,2015,Smarter Games,377760
2.99,2015,Ubisoft - San Francisco,342852
19.99,2015,Crispon Games,322540
2.99,2015,Ubisoft - San Francisco,342853
2.99,2015,Ubisoft - San Francisco,342854
2.99,2015,Ubisoft - San Francisco,342855
99.99,2015,Rockstar North,376850
11.99,2015,Ubisoft - San Francisco,342857
0.0,2015,Stolen Couch Games,370880
2.99,2015,Ubisoft - San Francisco,342856
19.99,2015,Pure FPS,275060
13.99,2015,"TREND, Soft Pro",335490
13.99,2015,"TREND, Soft Pro",335491
13.99,2015,"TREND, Soft Pro",335492
29.99,2015,"Bluehole Inc.,En Masse Entertainment",377180
9.99,2015,Beast Games,351250
7.99,2015,Petroglyph,357180
0.0,2016,Innomen Productions,379030
2.99,2012,Heartbit Interactive,354620
1.99,2015,stillalive studios,338700
1.99,2015,stillalive studios,338690
19.99,2015,"TT Games Ltd,Feral Interactive (Mac)",352400
1.99,2015,stillalive studios,336900
0.0,2015,Lord Kres,379620
1.99,2015,Orange_Juice,376200
2.99,2015,"CAPCOM Co., Ltd.",359494
2.99,2015,Dolores Entertainment,361560
0.99,2015,DYA Games,378910
14.99,2015,Kobra Studio,372740
0.0,2015,Mr. Blue,290140
6.99,2015,rokaplay,379260
0.89,2015,DYA Games,375120
0.99,2015,Doomster Entertainment,381870
0.99,2015,Marcelo Barbosa,377600
19.99,2015,Cliffhanger Productions,377730
14.99,2015,Zoo Corporation,379960
1.99,2015,Dubrovkin Sergei,360850
16.99,2015,SIM720,352183
19.99,2015,Alabeo,355641
19.99,2015,Alabeo,364321
19.99,2015,Dovetail Games,277776
4.99,2015,Dovetail Games,326006
0.0,2015,KarjaSoft,380720
2.99,2015,KarjaSoft,380560
24.99,2013,Zeiva Inc,350550
0.0,2015,From Soy Sauce LLC,382580
5.99,2015,From Soy Sauce LLC,382570
4.99,2015,The Quadsphere,375000
7.99,2015,Upper Class Walrus,352070
19.99,2015,GameUS Inc.,369507
19.99,2015,GameUS Inc.,369508
39.99,2015,Dovetail Games,277777
9.99,2015,Guard Crush Games,350910
4.99,2015,Shadow Masters,375590
19.99,2015,Dovetail Games,277778
4.99,2015,Shadow Masters,375610
7.99,2015,Kieffer Bros.,377660
7.99,2015,Capribyte Studios,373750
3.99,2015,"Fancy Bytes, Reactor",373810
3.99,2015,"Fancy Bytes, Reactor",373820
0.0,2015,Diminished Studios,378370
16.99,2015,ShaunTWilliams,263640
19.99,2011,Leslaw Sliwko,351480
6.99,2015,FIVE-BN GAMES,377450
2.99,2015,Dingo Dango,350610
3.99,2015,Devdan Games,382080
0.0,2015,Fair Play Labs,377770
9.99,2015,Digital Soul Games,366860
2.99,2015,"高考恋爱委员会,Days",378400
9.99,2015,Warfare Studios,362130
2.99,2015,Creobit,363350
7.99,2015,Top3Line,355670
4.99,2015,PlazSoft,383610
8.99,2015,Zhoori Maang Entertainment,367700
2.99,2015,Serious Games Interactive,368760
4.99,2015,Playito.com,370050
8.99,2015,Jan Zizka,375710
0.0,2015,"Chasing Carrots,Schnack Music Manufacture",383380
39.99,2015,KOG,383310
0.0,2013,Blue Byte,336510
4.99,2015,Dovetail Games,326005
5.99,2015,Great War Team,340620
8.99,2013,roseVeRte,356550
4.99,2015,Loomus Games,377500
4.99,2008,Frogames,380000
9.99,2015,"Bit Planet Games, LLC",282620
9.99,2015,RiftyGames,375550
3.99,2015,Nerial,384060
0.99,2015,Access Games,380910
2.99,2015,GamePhase,367050
3.99,2015,Red Dot Games,361842
6.99,2015,"Alawar Stargaze,Alawar Entertainment",361930
0.99,2015,"SmiteWorks USA, LLC",383670
0.0,2015,Polar Bunny Ltd,362970
14.99,2015,Tim Sullivan,384300
29.99,2015,Ignishot,383510
14.99,2015,Joshua Missile,382380
4.99,2015,Prologue Games,372300
19.99,2015,Ankama Studio,383400
4.99,2015,Peter Gutenko,366590
9.99,2015,Ernő Király,383010
2.99,2015,"SmiteWorks USA, LLC",385570
19.99,2015,Cliffhanger Productions,383660
0.99,2015,"Maciej Targoni,Wojciech Wasiak",367580
0.99,2015,"Maciej Targoni,Wojciech Wasiak",367570
19.99,2015,"Psyonix, Inc.",252950
1.99,2015,Black Shell Games,383130
1.99,2015,Undead Yeti Software,359160
0.99,2015,Alister Software,383330
4.99,2015,John Wizard,383520
14.99,2015,Holotech Studios,274920
4.99,2015,Gamestarters,360590
14.99,2015,Yatagarasu Dev Team,319280
7.99,2015,Random Seed Games,340270
3.99,2015,Random Seed Games,377170
3.99,2015,Cleverweek,384560
2.99,2015,Ubisoft - San Francisco,369773
1.99,2015,Lab Zero Games,245173
19.99,2015,Scarab Entertainment,370600
4.99,2015,Tap To Win,372720
0.0,2016,Codex Worlds,384670
5.99,2015,Aldorlea Games,372200
1.99,2015,yayapipi,385220
39.99,2015,"Codemasters,Feral Interactive (Linux)",286570
0.99,2015,Not Games LLP,385520
0.0,2015,momoStorm Entertainment,381560
1.99,2015,Play sp. z o. o.,385460
7.99,2015,Absolutist Ltd.,359250
2.99,2015,InImages,385470
0.0,2015,"Gateway Interactive,Chipzel",381830
7.49,2015,Gateway Interactive,369570
9.99,2015,Virtual Racing Industries Ltd.,381790
11.99,2015,First Class Simulations,364326
4.99,2015,Juri Schupilo,375930
4.99,2015,Aldorlea Games,332400
9.99,2016,"Ste Curran,Twistplay",326520
2.99,2015,Biart Company LLC,361880
4.99,2015,i273 LLC,384890
5.99,2015,Indomitus Games,385930
9.99,2014,Wickworks,372030
14.99,2015,Pixel Ferrets,269770
0.0,2015,Pixel Ferrets,372500
14.99,2015,Daylight Studios,363600
4.99,2015,Psikyo,379350
0.0,2015,Endless Loop Studios,387000
5.99,2015,Arc-gen,383810
4.99,2015,Pixel Ferrets,292050
0.0,2015,Blue Manchu,293260
9.99,2015,Studio Bean,359960
14.99,2015,Team17 Digital Ltd,270910
0.0,2015,Soccer Manager Ltd,356370
4.99,2015,Decane,311820
4.99,2015,stage-nana,386760
1.99,2015,voodoosoft,377290
7.99,2015,"Toyman Interactive,Alawar Entertainment",361950
3.99,2015,Oryon Entertainment,383560
9.99,2015,Four Lights,384900
14.99,2015,tinyBuild,368730
0.0,2015,MAGICS,343630
4.99,2015,APAS games,375870
4.99,2015,Proper Games,382480
0.0,2015,Scary Bee LLC,380360
4.99,2015,Alien Sync Interactive,385630
0.99,2015,EyeSpyda Games,385590
9.99,2015,Coldrice Games LLC,280360
6.99,2015,Wild Wolf Std,387230
8.99,2015,Forge Reply srl,359450
1.99,2015,Access Games,384220
0.99,2015,Access Games,384221
0.99,2015,Access Games,384222
0.99,2015,Access Games,384223
1.99,2015,Access Games,384224
4.99,2015,Homph,386160
2.99,2015,The Loneliest Pixel,388730
7.99,2015,Chipzel,388710
0.0,2015,"Jarbit,Castle art by Yuriy Gusev",354200
4.99,2015,Team Junkfish,385870
0.0,2015,Duckbridge,388950
3.99,2015,Aldorlea Games,362980
4.99,2015,Psikyo,379370
0.0,2015,Raven Travel Studios,377540
6.99,2015,Raven Travel Studios,373360
3.99,2016,HJO Creations,386330
0.99,2015,Black Lime Studio,388670
6.99,2015,Zachtronics,370360
0.0,2015,MobileBits,319570
6.99,2015,Igry.ru,376560
0.0,2015,Wacha,386600
0.5,2015,Day Dreamer Games,388340
4.99,2014,WTFOMGames,388390
0.0,2015,"CorypheeSoft,DigitalEZ",345040
2.99,2015,EmpI Studios,389180
9.99,2015,"Mighty Rabbit Studios,Gun Media",310890
18.99,2015,Nexon,381151
24.99,2015,Nexon,381152
8.99,2015,Great War Team,316430
1.99,2015,Slightly Mad Studios,334771
3.99,2015,NetherRealm Studios,354426
14.99,2015,Game Freak,341870
4.99,2015,NetherRealm Studios,351552
1.99,2015,"Psyche Studios,Random Encounter",384270
12.99,2015,Spicy Tails,368160
2.99,2015,Ubisoft - San Francisco,369782
2.99,2015,Ubisoft - San Francisco,369785
2.99,2015,Ubisoft - San Francisco,369784
2.99,2015,Ubisoft - San Francisco,369786
2.99,2015,Ubisoft - San Francisco,369783
11.99,2015,Ubisoft - San Francisco,369787
2.99,2015,"KOEI TECMO GAMES CO., LTD.",386820
2.99,2015,"KOEI TECMO GAMES CO., LTD.",344122
2.99,2015,"KOEI TECMO GAMES CO., LTD.",344121
3.99,2015,Acquire Corp.,333815
3.99,2015,Acquire Corp.,333813
3.99,2015,Acquire Corp.,333816
4.99,2015,Acquire Corp.,333817
4.99,2015,Acquire Corp.,333811
7.99,2015,Scott Cawthon,388090
14.99,2015,Electric Rune,385960
0.99,2013,yfyx games,389460
9.99,2015,Achebit,362310
7.99,2015,Alexander Byzov,386260
4.99,2015,CPsoft,376350
12.99,2015,Flying Cafe for Semianimals,361550
19.99,2015,Haemimont Games,345180
4.99,2015,Flying Cafe for Semianimals,380710
0.0,2015,Maxim Moore,386320
6.99,2015,Dark Gaia Studios,278590
0.0,2015,Dark Gaia Studios,390020
4.99,2014,"Sports Mogul, Inc.",388270
9.99,2015,"Mido Basim,Danny Wei",346430
7.99,2015,Overcloud9,385900
9.99,2015,Nonlinear,365850
4.99,2015,a REGULAR GAMER,371690
0.0,2015,Milky Tea Studios,384350
14.99,2015,4-Panel Footprint,340960
0.0,2015,Eutechnyx,378550
0.0,2015,Eutechnyx,378552
0.0,2015,Eutechnyx,378551
1.99,2015,Flippfly LLC,378730
19.99,2015,Frontwing,377720
0.99,2015,Cemil Tasdemir,388160
9.99,2015,Benjamin Lapid,341010
1.99,2015,RunServer,348340
7.99,2015,Batholith Entertainment,381220
4.99,2015,RosePortal Games,378830
2.99,2015,FreakZone Games,350780
9.99,2015,Warfare Studios,370780
9.99,2015,Pocket Queries,389840
4.99,2015,Luis Ruiz,357750
13.99,2015,REEW GAMES,317730
3.99,2015,"Polyquest Games,ZXDigital Ltd",388500
14.99,2015,Gneu LLC,377220
4.99,2015,Philippe Forgeur,387270
3.99,2015,Decent Machine,280010
9.99,2013,Forge Reply,391590
1.99,2015,khos85,367990
4.99,2015,Storm in a Teacup,377470
0.0,2015,Stolen Couch Games,388780
4.99,2015,Tin Man Games,324730
0.99,2015,Devin Sherry,387890
4.99,2015,Kumobius,292600
14.99,2015,Sirlin Games,383050
19.99,2015,Uppercut Games Pty Ltd,301860
9.99,2015,Uppercut Games Pty Ltd,389830
9.99,2015,"wefiends, Inc.",381610
1.99,2015,"wefiends, Inc.",390060
4.99,2015,"Jeffrey Nordin,Justin Nordin",375430
4.99,2015,Dust Scratch Games,388680
1.99,2015,Eat Create Sleep,386580
1.99,2015,Nicholas Mallory,380700
24.99,2015,Fluffy Kitten Studios,391840
89.99,2015,Fluffy Kitten Studios,391830
19.99,2015,Iris Flight Simulation Software,379241
0.0,2008,"Silverlode Interactive,Wasatch Games",376140
4.99,2015,Atomic Planet,379390
2.99,2015,Ubisoft - San Francisco,369794
2.99,2015,Ubisoft - San Francisco,369795
7.99,2015,Ubisoft - San Francisco,369797
2.99,2015,Ubisoft - San Francisco,369796
0.0,2015,Peter Gutenko,384410
1.99,2015,Eat Create Sleep,386570
29.99,2015,"Idea Factory,Compile Heart",347830
4.99,2015,Thinice,374230
1.99,2015,Fancy Fish Games,374950
2.99,2015,Fancy Fish Games,390120
10.99,2015,Zoo Corporation,383710
0.0,2015,SOEDESCO Publishing,340530
19.99,2015,Eleon Game Studios,383120
2.99,2015,Serious Games Interactive,368780
5.99,2015,ebi-hime,386990
4.99,2015,ZackBellGames,385710
9.99,2015,"AndrewMD5,Codeusa",393560
3.99,2015,Dark Day Interactive,387070
1.99,2015,ZackBellGames,392400
0.0,2015,the whale husband,387860
4.99,2015,ASC Games,393540
12.99,2015,Ekuator Games,315860
3.99,2015,Sledgehammer Games,343595
4.99,2015,"Angels Blue Digital Entertainment,DigitalEZ",355450
6.99,2015,Dead Mage,354270
0.99,2015,Daniel Mercier,390660
0.0,2015,Awfully Nice Studio,393630
2.99,2015,Smit Parmar,355120
14.99,2015,Dead Mage,272330
1.99,2015,Orange_Juice,388790
2.99,2015,iosoftware,337210
4.99,2015,"Chris Christodoulou,Yeti Trunk",300780
9.99,2015,Yeti Trunk,240620
1.99,2015,Adam DeLease,391740
14.99,2015,Roll7,365660
2.99,2015,Ubisoft - San Francisco,369798
2.99,2015,Ubisoft - San Francisco,369799
2.99,2015,Ubisoft - San Francisco,369800
4.99,2015,"Signal Studios,Krome Studios",391433
9.99,2015,Cranktrain,386900
4.99,2015,Faris Mohammed,379760
1.99,2015,Cranktrain,391900
1.99,2015,rdt.32,340260
0.0,2015,The SKSE Team,365720
1.99,2015,Erwin Wolf,393550
9.99,2015,Team Fractal Alligator,365450
4.99,2015,DanielDavisGames,390890
0.0,2015,Sapphire Dragon Productions,392450
3.99,2015,"Psyonix, Inc.",391680
4.99,2015,"Psyonix, Inc.",393580
6.99,2015,Origin8 Technologies Ltd,386840
14.99,2015,Bloober Team SA,365680
0.0,2015,Flump Studios,394190
0.99,2015,Kerberos Productions Inc.,393990
4.99,2015,Iced Lizard Games,384280
2.99,2015,Labyrinthine,391260
16.99,2015,FSDG Online,379541
14.99,2015,"SmiteWorks USA, LLC",394810
19.99,2015,"SmiteWorks USA, LLC",394811
0.0,2015,Turtle Sandbox LLC,325760
19.99,2015,"SmiteWorks USA, LLC",390750
2.99,2015,Silden,392890
0.0,2015,"OhNoo Studio,Smile",393270
9.99,2015,"Fancy Bytes, Reactor",271360
4.99,2015,Erdem Sen,381900
12.99,2015,Onipunks Studio Inc.,250540
1.99,2015,Cleverweek,390570
0.99,2015,Cleverweek,394400
9.99,2015,Ketos Games,368310
1.99,2015,Icehole Games,390510
4.99,2015,Hesketh Studios,390980
0.0,2015,Rogue Snail,382490
29.99,2015,Square Enix,340170
19.99,2015,Straight Right,339230
9.99,2015,Tribute Games Inc.,307620
39.99,2015,Uber Entertainment,386070
5.99,2015,Crian Soft,380990
2.99,2015,Ubisoft - San Francisco,369803
2.99,2015,Ubisoft - San Francisco,369804
2.99,2015,Ubisoft - San Francisco,369805
2.99,2015,Ubisoft - San Francisco,369806
6.99,2015,Humongous Entertainment,376760
6.99,2015,Humongous Entertainment,376770
2.99,2015,Corrosive Studios LLC,395690
9.99,2015,Ubisoft - San Francisco,369807
3.99,2015,APPIDEMIC Studios,392700
0.0,2015,Autobotika,395070
2.99,2015,Red Dot Games,361841
4.99,2015,Bolder Games,366050
9.99,2015,Fenrir Studios,395150
8.99,2015,Astronomic Games,391660
9.99,2015,Critical Bit,355350
0.0,2010,Blue Byte,354640
9.99,2015,Shorebound Studios,343560
1.99,2012,Narrow Monolith,348980
13.99,2015,Frozen District,330270
0.99,2015,Citeremis Inc.,347510
6.99,2015,IMPERIAL NORTH MUSIC AGENCY,366450
19.99,2015,FuturLab,337180
0.0,2015,Bulbware,394350
4.99,2015,"Nine Tales Digital,Bolt Creative",324400
0.0,2015,Ice Water Games,375950
0.0,2015,Trazzy Entertainment,386913
0.0,2015,Trazzy Entertainment,386920
0.0,2015,Trazzy Entertainment,384520
0.0,2015,Trazzy Entertainment,384340
0.0,2015,Trazzy Entertainment,386911
59.99,2015,Brendon Pywell,388980
3.99,2015,Ezzat Studios,391580
6.99,2015,Cyber Rhino Studios,358650
19.99,2015,VooFoo Studios,322950
6.99,2015,Ice Water Games,378710
11.99,2015,Morgondag,269690
39.99,2015,Audials AG,393700
39.99,2015,Audials AG,393720
34.99,2015,Audials AG,393690
0.0,2015,Crystice Softworks,354900
14.99,2015,Audials AG,393710
21.99,2015,Frozenbyte,319910
3.99,2014,"New Bridge Games,Alawar Entertainment",390940
4.99,2015,XMPT Games,374530
11.99,2015,XMPT Games,330670
0.0,2015,Choice of Games,396240
4.99,2015,"Autobotika,Game Nation Inc",367710
4.99,2015,Handelabra Games Inc.,396510
2.99,2015,EQ-Games,396160
8.99,2015,Arboreal Games,395480
4.99,2015,"Overcloud9, Phantasm Games",392930
2.99,2014,Buko Studios,396610
0.99,2014,Forte Sounds,396620
4.99,2015,SFS Studios,380540
7.99,2007,Burut CT,391030
6.99,2009,Spline Games,372570
3.99,2015,5 Lives Studios,395051
0.0,2007,Teeworlds Team,380840
9.99,2015,Cococucumber,350970
0.0,2015,CCCP,396490
0.99,2011,deadweight games,396730
0.99,2015,Wojciech Krupinski,395380
7.99,2015,Phosphor Games,297720
14.99,2015,AKGames,386340
0.0,2015,AKGames,393730
9.99,2015,Z-Software,348510
19.99,2015,Studio Evil,336440
0.0,2015,Matthew Brown,394140
4.99,2004,Games Farm,277650
9.99,2015,Black Forest Games,352900
3.99,2015,Wesley LaFerriere,392020
0.99,2015,"ForeverBound,Valiant,RollingFacade",393650
4.99,2015,Huebotics,397400
0.0,2015,Icy Donut,356130
4.99,2015,"Alawar Stargaze,Alawar Entertainment",395930
99.99,2015,Blue Mammoth Games,298641
0.0,2015,Johannes Eski,393410
14.99,2015,Killmonday Games AB,362680
3.49,2015,Slightly Mad Studios,334774
0.0,2014,Tuomo Laine,385260
13.99,2015,Digital Furnace Games,310850
6.99,2015,Haemimont Games,394750
14.99,2015,OCCA Studios,378580
24.99,2015,Twice Circled,344850
29.99,2015,Just Trains,325962
9.99,2015,Alice &amp; Smith,349220
14.99,2015,CCCP,384310
4.99,2013,Serious Games Interactive,386870
3.99,2015,Morgondag,379730
0.0,2015,OVERKILL - a Starbreeze Studio.,384020
6.99,2015,Cateia Games,394270
6.99,2015,Calvino Noir Limited,316890
1.99,2015,Dagestan Technology,394730
34.99,2015,Corbie Games,394090
14.99,2015,RIP Studios LLC,357690
39.99,2015,"KOEI TECMO GAMES CO., LTD.",331600
2.99,2011,Alawar Stargaze,394680
12.99,2015,Decaying Logic,315330
7.99,2015,Ubisoft - San Francisco,369815
0.0,2015,Rain Pohlak,398440
1.99,2015,Puny Human,395290
4.99,2015,Risen Phoenix Studios,361160
1.99,2015,From Soy Sauce LLC,399100
0.0,2013,FNGames,398450
4.99,2015,Urbanscan,399180
9.99,2015,Yanim Studio,322440
0.0,2015,Star Vault AB,287920
9.99,2015,Magnetic Realms,382130
19.99,2015,"Avalanche Studios,Feral Interactive (Mac/Linux)",234140
2.99,2015,Kimmo Lahtinen,394030
0.0,2015,CoaguCo Industries,388490
9.99,2015,LifeSpark Entertainment,378080
4.99,2014,WTFOMGames,399090
9.99,2015,Lucas Molina,384550
0.0,2015,FiolaSoft Studio,395510
59.99,2015,"KOEI TECMO GAMES CO., LTD.",392470
19.99,2015,Konami Digital Entertainment,287700
2.99,2015,Sin datos,392645
2.99,2015,Sin datos,392647
2.99,2015,Sin datos,392646
2.99,2015,Sin datos,392644
2.99,2015,Sin datos,392642
2.99,2015,Sin datos,392641
